ID,URL,Fichier,Ligne,Langue,Siman,Niveau,Type,Gravite,Texte_actuel,Probleme,Correction_proposee,Certitude,Validation_Rav
T0231,https://daattorah.com,sources/yoreh-deah/siman-185/index.html;sources/yoreh-deah/siman-185/niveau-1-base.html;sources/yoreh-deah/siman-185/niveau-3-synthese.html;sources/yoreh-deah/siman-185/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 185 — La parole de la femme (נאמנות) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0232,https://daattorah.com,sources/yoreh-deah/siman-186/index-en.html;sources/yoreh-deah/siman-186/niveau-1-base-en.html;sources/yoreh-deah/siman-186/niveau-3-synthese-en.html;sources/yoreh-deah/siman-186/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 186 — Bedikot Before and After Relations | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0233,https://daattorah.com,sources/yoreh-deah/siman-186/index-he.html;sources/yoreh-deah/siman-186/niveau-1-base-he.html;sources/yoreh-deah/siman-186/niveau-3-synthese-he.html;sources/yoreh-deah/siman-186/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קפ״ו — בדיקת האשה לפני ולאחר תשמיש | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0234,https://daattorah.com,sources/yoreh-deah/siman-186/index.html;sources/yoreh-deah/siman-186/niveau-1-base.html;sources/yoreh-deah/siman-186/niveau-3-synthese.html;sources/yoreh-deah/siman-186/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 186 — Bedikot avant/après le rapport (וסת) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0235,https://daattorah.com,sources/yoreh-deah/siman-187/index-en.html;sources/yoreh-deah/siman-187/niveau-1-base-en.html;sources/yoreh-deah/siman-187/niveau-3-synthese-en.html;sources/yoreh-deah/siman-187/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 187 — Bleeding From Relations | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0236,https://daattorah.com,sources/yoreh-deah/siman-187/index-he.html;sources/yoreh-deah/siman-187/niveau-1-base-he.html;sources/yoreh-deah/siman-187/niveau-3-synthese-he.html;sources/yoreh-deah/siman-187/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קפ״ז — דין רואה מחמת תשמיש | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0237,https://daattorah.com,sources/yoreh-deah/siman-187/index.html;sources/yoreh-deah/siman-187/niveau-1-base.html;sources/yoreh-deah/siman-187/niveau-3-synthese.html;sources/yoreh-deah/siman-187/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 187 — Saignement lors du rapport (רמ״ת) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0238,https://daattorah.com,sources/yoreh-deah/siman-188/index-en.html;sources/yoreh-deah/siman-188/niveau-1-base-en.html;sources/yoreh-deah/siman-188/niveau-3-synthese-en.html;sources/yoreh-deah/siman-188/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 188 — The Colors of Niddah Blood | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0239,https://daattorah.com,sources/yoreh-deah/siman-188/index-he.html;sources/yoreh-deah/siman-188/niveau-1-base-he.html;sources/yoreh-deah/siman-188/niveau-3-synthese-he.html;sources/yoreh-deah/siman-188/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קפ״ח — מראות הדם הטמאים והטהורים | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0240,https://daattorah.com,sources/yoreh-deah/siman-188/index.html;sources/yoreh-deah/siman-188/niveau-1-base.html;sources/yoreh-deah/siman-188/niveau-3-synthese.html;sources/yoreh-deah/siman-188/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 188 — Les couleurs de sang (מראות) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0241,https://daattorah.com,sources/yoreh-deah/siman-189/index-en.html;sources/yoreh-deah/siman-189/niveau-1-base-en.html;sources/yoreh-deah/siman-189/niveau-3-synthese-en.html;sources/yoreh-deah/siman-189/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 189 — The Menstrual Vesatot | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0242,https://daattorah.com,sources/yoreh-deah/siman-189/index-he.html;sources/yoreh-deah/siman-189/niveau-1-base-he.html;sources/yoreh-deah/siman-189/niveau-3-synthese-he.html;sources/yoreh-deah/siman-189/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קפ״ט — דיני הווסתות | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0243,https://daattorah.com,sources/yoreh-deah/siman-189/index.html;sources/yoreh-deah/siman-189/niveau-1-base.html;sources/yoreh-deah/siman-189/niveau-3-synthese.html;sources/yoreh-deah/siman-189/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 189 — Les périodes menstruelles (וסתות) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0244,https://daattorah.com,sources/yoreh-deah/siman-190/index-en.html;sources/yoreh-deah/siman-190/niveau-1-base-en.html;sources/yoreh-deah/siman-190/niveau-3-synthese-en.html;sources/yoreh-deah/siman-190/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 190 — The Laws of Stains (Ketamim) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0245,https://daattorah.com,sources/yoreh-deah/siman-190/index-he.html;sources/yoreh-deah/siman-190/niveau-1-base-he.html;sources/yoreh-deah/siman-190/niveau-3-synthese-he.html;sources/yoreh-deah/siman-190/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן ק״צ — דיני הכתמים ובדיקת האשה | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0246,https://daattorah.com,sources/yoreh-deah/siman-190/index.html;sources/yoreh-deah/siman-190/niveau-1-base.html;sources/yoreh-deah/siman-190/niveau-3-synthese.html;sources/yoreh-deah/siman-190/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 190 — Les taches (כתמים) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0247,https://daattorah.com,sources/yoreh-deah/siman-191/index-en.html;sources/yoreh-deah/siman-191/niveau-1-base-en.html;sources/yoreh-deah/siman-191/niveau-3-synthese-en.html;sources/yoreh-deah/siman-191/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 191 — Blood Found While Urinating | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0248,https://daattorah.com,sources/yoreh-deah/siman-191/index-he.html;sources/yoreh-deah/siman-191/niveau-1-base-he.html;sources/yoreh-deah/siman-191/niveau-3-synthese-he.html;sources/yoreh-deah/siman-191/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קצ״א — דם הנמצא במי רגליה | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0249,https://daattorah.com,sources/yoreh-deah/siman-191/index.html;sources/yoreh-deah/siman-191/niveau-1-base.html;sources/yoreh-deah/siman-191/niveau-3-synthese.html;sources/yoreh-deah/siman-191/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 191 — Le sang en urinant (דם בהשתנה) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0250,https://daattorah.com,sources/yoreh-deah/siman-192/index-en.html;sources/yoreh-deah/siman-192/niveau-1-base-en.html;sources/yoreh-deah/siman-192/niveau-3-synthese-en.html;sources/yoreh-deah/siman-192/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 192 — The Bride Before the Chuppah (Kallah) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0251,https://daattorah.com,sources/yoreh-deah/siman-192/index-he.html;sources/yoreh-deah/siman-192/niveau-1-base-he.html;sources/yoreh-deah/siman-192/niveau-3-synthese-he.html;sources/yoreh-deah/siman-192/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קצ״ב — דיני כלה ושבעה נקיים של חימוד | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0252,https://daattorah.com,sources/yoreh-deah/siman-192/index.html;sources/yoreh-deah/siman-192/niveau-1-base.html;sources/yoreh-deah/siman-192/niveau-3-synthese.html;sources/yoreh-deah/siman-192/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 192 — La mariée avant la houppa (כלה) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0253,https://daattorah.com,sources/yoreh-deah/siman-193/index-en.html;sources/yoreh-deah/siman-193/niveau-3-synthese-en.html;sources/yoreh-deah/siman-193/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 193 — The Blood of the First Union (Dam Betulim) | DAAT,Titre identique sur 3 pages,Rendre chaque <title> unique,haute,non
T0254,https://daattorah.com,sources/yoreh-deah/siman-193/index-he.html;sources/yoreh-deah/siman-193/niveau-1-base-he.html;sources/yoreh-deah/siman-193/niveau-3-synthese-he.html;sources/yoreh-deah/siman-193/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קצ״ג — דין דם בתולים ובעילת מצוה | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0255,https://daattorah.com,sources/yoreh-deah/siman-193/index.html;sources/yoreh-deah/siman-193/niveau-1-base.html;sources/yoreh-deah/siman-193/niveau-3-synthese.html;sources/yoreh-deah/siman-193/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 193 — Le sang de la première union (דם בתולים) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0256,https://daattorah.com,sources/yoreh-deah/siman-194/index-en.html;sources/yoreh-deah/siman-194/niveau-1-base-en.html;sources/yoreh-deah/siman-194/niveau-3-synthese-en.html;sources/yoreh-deah/siman-194/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 194 — Childbirth and Miscarriage (Yoledet) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0257,https://daattorah.com,sources/yoreh-deah/siman-194/index-he.html;sources/yoreh-deah/siman-194/niveau-1-base-he.html;sources/yoreh-deah/siman-194/niveau-3-synthese-he.html;sources/yoreh-deah/siman-194/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קצ״ד — דיני יולדת ומפלת | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0258,https://daattorah.com,sources/yoreh-deah/siman-194/index.html;sources/yoreh-deah/siman-194/niveau-1-base.html;sources/yoreh-deah/siman-194/niveau-3-synthese.html;sources/yoreh-deah/siman-194/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 194 — Accouchement et fausse couche (יולדת) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0259,https://daattorah.com,sources/yoreh-deah/siman-195/index-en.html;sources/yoreh-deah/siman-195/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 195 — The Separations During Niddah (הרחקות) | DAAT,Titre identique sur 2 pages,Rendre chaque <title> unique,haute,non
T0260,https://daattorah.com,sources/yoreh-deah/siman-195/index-he.html;sources/yoreh-deah/siman-195/niveau-1-base-he.html;sources/yoreh-deah/siman-195/niveau-3-synthese-he.html;sources/yoreh-deah/siman-195/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קצ״ה — דיני ההרחקות | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0261,https://daattorah.com,sources/yoreh-deah/siman-195/index.html;sources/yoreh-deah/siman-195/niveau-1-base.html;sources/yoreh-deah/siman-195/niveau-3-synthese.html;sources/yoreh-deah/siman-195/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 195 — Les séparations pendant la nidda (הרחקות) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0262,https://daattorah.com,sources/yoreh-deah/siman-195/niveau-1-base-en.html;sources/yoreh-deah/siman-195/niveau-3-synthese-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 195 — The Separations During Niddah (Harchakot) | DAAT,Titre identique sur 2 pages,Rendre chaque <title> unique,haute,non
T0263,https://daattorah.com,sources/yoreh-deah/siman-196/index-en.html;sources/yoreh-deah/siman-196/niveau-3-synthese-en.html;sources/yoreh-deah/siman-196/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 196 — Hefsek Tahara and the Seven Clean Days | DAAT,Titre identique sur 3 pages,Rendre chaque <title> unique,haute,non
T0264,https://daattorah.com,sources/yoreh-deah/siman-196/index-he.html;sources/yoreh-deah/siman-196/niveau-1-base-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קצ״ו — הפסק טהרה וז' נקיים | DAAT,Titre identique sur 2 pages,Rendre chaque <title> unique,haute,non
T0265,https://daattorah.com,sources/yoreh-deah/siman-196/index.html;sources/yoreh-deah/siman-196/niveau-1-base.html;sources/yoreh-deah/siman-196/niveau-3-synthese.html;sources/yoreh-deah/siman-196/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 196 — Hefsek tahara et sept jours propres | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0266,https://daattorah.com,sources/yoreh-deah/siman-197/index-en.html;sources/yoreh-deah/siman-197/niveau-1-base-en.html;sources/yoreh-deah/siman-197/niveau-3-synthese-en.html;sources/yoreh-deah/siman-197/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 197 — The Time of the Tevilah | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0267,https://daattorah.com,sources/yoreh-deah/siman-197/index-he.html;sources/yoreh-deah/siman-197/niveau-1-base-he.html;sources/yoreh-deah/siman-197/niveau-3-synthese-he.html;sources/yoreh-deah/siman-197/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קצ״ז — דיני זמן הטבילה | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0268,https://daattorah.com,sources/yoreh-deah/siman-197/index.html;sources/yoreh-deah/siman-197/niveau-1-base.html;sources/yoreh-deah/siman-197/niveau-3-synthese.html;sources/yoreh-deah/siman-197/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 197 — Le moment de la טבילה (שלא תטבול ביום) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0269,https://daattorah.com,sources/yoreh-deah/siman-198/index-en.html;sources/yoreh-deah/siman-198/niveau-1-base-en.html;sources/yoreh-deah/siman-198/niveau-3-synthese-en.html;sources/yoreh-deah/siman-198/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 198 — Immersion and Interposition (Chatsitsa) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0270,https://daattorah.com,sources/yoreh-deah/siman-198/index-he.html;sources/yoreh-deah/siman-198/niveau-1-base-he.html;sources/yoreh-deah/siman-198/niveau-3-synthese-he.html;sources/yoreh-deah/siman-198/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קצ״ח — דיני טבילה וחציצה | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0271,https://daattorah.com,sources/yoreh-deah/siman-198/index.html;sources/yoreh-deah/siman-198/niveau-1-base.html;sources/yoreh-deah/siman-198/niveau-3-synthese.html;sources/yoreh-deah/siman-198/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 198 — L'immersion et la ḥatsitsa (טבילה וחציצה) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0272,https://daattorah.com,sources/yoreh-deah/siman-199/index-en.html;sources/yoreh-deah/siman-199/niveau-1-base-en.html;sources/yoreh-deah/siman-199/niveau-3-synthese-en.html;sources/yoreh-deah/siman-199/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 199 — The Chafifah and the Hidden Places | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0273,https://daattorah.com,sources/yoreh-deah/siman-199/index-he.html;sources/yoreh-deah/siman-199/niveau-1-base-he.html;sources/yoreh-deah/siman-199/niveau-3-synthese-he.html;sources/yoreh-deah/siman-199/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קצ״ט — דיני חפיפה ובדיקת בית הסתרים | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0274,https://daattorah.com,sources/yoreh-deah/siman-199/index.html;sources/yoreh-deah/siman-199/niveau-3-synthese.html;sources/yoreh-deah/siman-199/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 199 — La ḥafifa et le bית הסתרים (חפיפה) | DAAT,Titre identique sur 3 pages,Rendre chaque <title> unique,haute,non
T0275,https://daattorah.com,sources/yoreh-deah/siman-200/index-en.html;sources/yoreh-deah/siman-200/niveau-1-base-en.html;sources/yoreh-deah/siman-200/niveau-3-synthese-en.html;sources/yoreh-deah/siman-200/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 200 — The Blessing of the Immersion | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0276,https://daattorah.com,sources/yoreh-deah/siman-200/index-he.html;sources/yoreh-deah/siman-200/niveau-1-base-he.html;sources/yoreh-deah/siman-200/niveau-3-synthese-he.html;sources/yoreh-deah/siman-200/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן ר׳ — דין ברכת הטבילה | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0277,https://daattorah.com,sources/yoreh-deah/siman-200/index.html;sources/yoreh-deah/siman-200/niveau-1-base.html;sources/yoreh-deah/siman-200/niveau-3-synthese.html;sources/yoreh-deah/siman-200/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 200 — La bénédiction de l'immersion (ברכת הטבילה) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T-META-GERSHAYIM,https://daattorah.com/oh/*,sources/shabbat/**/*.html (1093 fichiers),meta description/og/twitter,FR+HE+EN,multiple,tous,meta-attribut-casse-par-gershayim,IMPORTANTE,"content=""Siman רמ""ה — …"" (le guillemet ASCII du numéral hébraïque ferme l'attribut)","1093 fichiers: un gershayim hébraïque non échappé (rendu "") dans un attribut content=""…"" ferme l'attribut -> meta description/og:title/twitter cassés. Répartition: description 1087, og:title 1063, twitter:title 986, twitter:description 268, og:description 66, keywords 5. Quasi tout Shabbat.",Échapper le gershayim dans les attributs (&quot; ou caractère typographique ״ U+05F4) ; script de correction en masse recommandé,haute,non
T-ARTEFACTS-AVERIFIER,https://daattorah.com/oh/*/daat-harav,sources/shabbat/**/niveau-4-daat-harav*.html (45 fichiers),commentaires HTML,FR+EN,"244,249-257,264,265,268,275,276,295,296,301,304,305,311,319,320,322,347,358",4-DaatHaRav,artefacts-editoriaux-en-production,IMPORTANTE,<!-- à vérifier --> / <!-- to verify --> / <!-- Contenu SHHaRav à vérifier édition Kehot -->,112 commentaires «à vérifier/to verify» laissés par l auteur en production dans 45 pages Daat HaRav (25 simanim). Marquent des references/positions du Rav (édition Kehot du Choulhan Aroukh HaRav) que l auteur lui-même n a pas confirmees. Double enjeu: artefact technique + contenu halakhique auto-signalé non vérifié.,PRIORITE RAV: faire vérifier ces 112 points (liste dans audit/artefacts-a-verifier.csv) puis retirer les commentaires. Siman 322 particulièrement concerné.,haute,oui
